Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
-0.01847732871294451,0.11861241939681186,-0.2534597886064914,0.20942842334212047,1.0005373833686375,11596.54196344439,8937.023825958984
1.1171009543133605,0.1964394458258004,0.7346476087844888,1.5094617854541168,1.0002882425825654,4561.438189780934,6666.206405532494
0.09604303808736044,0.041635465491499817,0.014881217255314867,0.17751110031547862,1.0000214592601784,13247.083153015294,9663.576564997185
-0.791514131759402,0.042191432477260093,-0.8739606359712649,-0.7093360906800179,1.0003367861317183,7893.392238514183,8913.835371074985
2.0142529128214695,0.19843777925749448,1.6217163246753856,2.416093955181193,1.0002776653811598,4616.002754701667,6676.538652479814
-2.86457698234806,0.20546291873082956,-3.275621313609505,-2.46533419868435,1.0005093704767072,4660.702318848018,6518.678325254004
-0.4085816299471621,0.040003540969243204,-0.48702655332435246,-0.33041887985369334,0.9999832795170118,13276.023554076317,9126.776892736641
-0.005798603960134153,0.044184668601407684,-0.0906948545349315,0.08061104972149377,1.0004963999419947,12715.746010600815,8755.442706375983
0.33127643597639783,0.024722563953483875,0.28300596000350386,0.3802803382742125,0.9999743459736437,13924.695288610294,9162.52905769427
0.05720210471989224,0.06772243933090344,-0.07432253678307096,0.18946521918033307,1.000642615426237,10076.3055481201,9469.792482408027
1.9309578410473787,0.1570658088610928,1.6243191512578563,2.2348334550011058,1.0004146233264852,13087.797867896612,8917.491971118929
-0.021976446297015874,0.0010686930646674156,-0.024099944119856727,-0.019896159743922816,1.001017372603537,13398.207769818278,9851.649454537703
-0.2743787294789013,0.5666615093250532,-1.2546715462975468,0.9855598977378337,1.0013509202638222,2946.6954232974495,3274.5069914737414
-0.07972877130485873,0.9797776465845499,-2.0154506879847576,1.8323805585295974,1.0001539566267816,12299.21818979561,9403.791698650086
-0.1616421619188296,0.5353966759933364,-1.344102360201125,0.7656992537484579,1.001185622122245,3809.1000968661842,4682.429706326808
